Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen
18.02.2024 20:00;18.02.2024 21:00;124,19
18.02.2024 21:00;18.02.2024 22:00;103,21
18.02.2024 22:00;18.02.2024 23:00;104,24
18.02.2024 23:00;19.02.2024 00:00;79,03
19.02.2024 00:00;19.02.2024 01:00;84,07
19.02.2024 01:00;19.02.2024 02:00;94,38
19.02.2024 02:00;19.02.2024 03:00;97,63
19.02.2024 03:00;19.02.2024 04:00;100,17
19.02.2024 04:00;19.02.2024 05:00;82,72
19.02.2024 05:00;19.02.2024 06:00;114,09
19.02.2024 06:00;19.02.2024 07:00;101,47
19.02.2024 07:00;19.02.2024 08:00;126,66
19.02.2024 08:00;19.02.2024 09:00;125,13
19.02.2024 09:00;19.02.2024 10:00;111,55
19.02.2024 10:00;19.02.2024 11:00;124,67
19.02.2024 11:00;19.02.2024 12:00;132,81
19.02.2024 12:00;19.02.2024 13:00;136,08
19.02.2024 13:00;19.02.2024 14:00;127,31
19.02.2024 14:00;19.02.2024 15:00;147,36
19.02.2024 15:00;19.02.2024 16:00;141,26
19.02.2024 16:00;19.02.2024 17:00;127,39
19.02.2024 17:00;19.02.2024 18:00;141,94
19.02.2024 18:00;19.02.2024 19:00;157,88
19.02.2024 19:00;19.02.2024 20:00;156,12
19.02.2024 20:00;19.02.2024 21:00;110,62
19.02.2024 21:00;19.02.2024 22:00;103,82
19.02.2024 22:00;19.02.2024 23:00;122,83
19.02.2024 23:00;20.02.2024 00:00;85,29
20.02.2024 00:00;20.02.2024 01:00;77,09
20.02.2024 01:00;20.02.2024 02:00;86,52
20.02.2024 02:00;20.02.2024 03:00;98,03
20.02.2024 03:00;20.02.2024 04:00;93,69
20.02.2024 04:00;20.02.2024 05:00;90,51
20.02.2024 05:00;20.02.2024 06:00;95,49
20.02.2024 06:00;20.02.2024 07:00;102,28
20.02.2024 07:00;20.02.2024 08:00;108,26
20.02.2024 08:00;20.02.2024 09:00;152,39
20.02.2024 09:00;20.02.2024 10:00;131,39
20.02.2024 10:00;20.02.2024 11:00;138,86
20.02.2024 11:00;20.02.2024 12:00;122,31
20.02.2024 12:00;20.02.2024 13:00;126,25
20.02.2024 13:00;20.02.2024 14:00;120,19
20.02.2024 14:00;20.02.2024 15:00;96,91
20.02.2024 15:00;20.02.2024 16:00;112,38
20.02.2024 16:00;20.02.2024 17:00;108,49
20.02.2024 17:00;20.02.2024 18:00;105,70
20.02.2024 18:00;20.02.2024 19:00;120,08
20.02.2024 19:00;20.02.2024 20:00;148,25
20.02.2024 20:00;20.02.2024 21:00;124,57
20.02.2024 21:00;20.02.2024 22:00;130,18
20.02.2024 22:00;20.02.2024 23:00;109,70
20.02.2024 23:00;21.02.2024 00:00;107,13
21.02.2024 00:00;21.02.2024 01:00;81,90
21.02.2024 01:00;21.02.2024 02:00;98,39
21.02.2024 02:00;21.02.2024 03:00;101,48
21.02.2024 03:00;21.02.2024 04:00;87,75
21.02.2024 04:00;21.02.2024 05:00;104,78
21.02.2024 05:00;21.02.2024 06:00;110,12
21.02.2024 06:00;21.02.2024 07:00;103,98
21.02.2024 07:00;21.02.2024 08:00;105,09
21.02.2024 08:00;21.02.2024 09:00;110,55
21.02.2024 09:00;21.02.2024 10:00;128,60
21.02.2024 10:00;21.02.2024 11:00;131,89
21.02.2024 11:00;21.02.2024 12:00;118,42
21.02.2024 12:00;21.02.2024 13:00;128,55
21.02.2024 13:00;21.02.2024 14:00;135,34
21.02.2024 14:00;21.02.2024 15:00;135,89
21.02.2024 15:00;21.02.2024 16:00;147,29
21.02.2024 16:00;21.02.2024 17:00;145,29
21.02.2024 17:00;21.02.2024 18:00;120,43
21.02.2024 18:00;21.02.2024 19:00;154,37
21.02.2024 19:00;21.02.2024 20:00;125,73
21.02.2024 20:00;21.02.2024 21:00;137,39
21.02.2024 21:00;21.02.2024 22:00;115,26
21.02.2024 22:00;21.02.2024 23:00;99,57
21.02.2024 23:00;22.02.2024 00:00;75,79
22.02.2024 00:00;22.02.2024 01:00;90,39
22.02.2024 01:00;22.02.2024 02:00;73,13
22.02.2024 02:00;22.02.2024 03:00;104,09
22.02.2024 03:00;22.02.2024 04:00;112,61
22.02.2024 04:00;22.02.2024 05:00;88,24
22.02.2024 05:00;22.02.2024 06:00;106,69
22.02.2024 06:00;22.02.2024 07:00;101,61
22.02.2024 07:00;22.02.2024 08:00;110,76
22.02.2024 08:00;22.02.2024 09:00;133,79
22.02.2024 09:00;22.02.2024 10:00;126,84
22.02.2024 10:00;22.02.2024 11:00;148,58
22.02.2024 11:00;22.02.2024 12:00;121,88
22.02.2024 12:00;22.02.2024 13:00;139,96
22.02.2024 13:00;22.02.2024 14:00;129,41
22.02.2024 14:00;22.02.2024 15:00;137,77
22.02.2024 15:00;22.02.2024 16:00;123,04
22.02.2024 16:00;22.02.2024 17:00;129,12
22.02.2024 17:00;22.02.2024 18:00;130,80
22.02.2024 18:00;22.02.2024 19:00;123,88
22.02.2024 19:00;22.02.2024 20:00;139,78
22.02.2024 20:00;22.02.2024 21:00;132,40
22.02.2024 21:00;22.02.2024 22:00;121,31
22.02.2024 22:00;22.02.2024 23:00;122,70
22.02.2024 23:00;23.02.2024 00:00;114,62
23.02.2024 00:00;23.02.2024 01:00;87,69
23.02.2024 01:00;23.02.2024 02:00;96,05
23.02.2024 02:00;23.02.2024 03:00;84,73
23.02.2024 03:00;23.02.2024 04:00;94,42
23.02.2024 04:00;23.02.2024 05:00;90,34
23.02.2024 05:00;23.02.2024 06:00;122,25
23.02.2024 06:00;23.02.2024 07:00;114,41
23.02.2024 07:00;23.02.2024 08:00;115,42
23.02.2024 08:00;23.02.2024 09:00;138,56
23.02.2024 09:00;23.02.2024 10:00;100,99
23.02.2024 10:00;23.02.2024 11:00;103,27
23.02.2024 11:00;23.02.2024 12:00;136,95
23.02.2024 12:00;23.02.2024 13:00;128,43
23.02.2024 13:00;23.02.2024 14:00;130,98
23.02.2024 14:00;23.02.2024 15:00;112,04
23.02.2024 15:00;23.02.2024 16:00;127,86
23.02.2024 16:00;23.02.2024 17:00;153,49
23.02.2024 17:00;23.02.2024 18:00;141,81
23.02.2024 18:00;23.02.2024 19:00;135,68
23.02.2024 19:00;23.02.2024 20:00;126,31
23.02.2024 20:00;23.02.2024 21:00;119,60
23.02.2024 21:00;23.02.2024 22:00;88,37
23.02.2024 22:00;23.02.2024 23:00;107,08
23.02.2024 23:00;24.02.2024 00:00;107,11
24.02.2024 00:00;24.02.2024 01:00;73,01
24.02.2024 01:00;24.02.2024 02:00;83,37
24.02.2024 02:00;24.02.2024 03:00;78,05
24.02.2024 03:00;24.02.2024 04:00;82,29
24.02.2024 04:00;24.02.2024 05:00;97,91
24.02.2024 05:00;24.02.2024 06:00;77,52
24.02.2024 06:00;24.02.2024 07:00;117,15
24.02.2024 07:00;24.02.2024 08:00;126,81
24.02.2024 08:00;24.02.2024 09:00;120,95
24.02.2024 09:00;24.02.2024 10:00;97,00
24.02.2024 10:00;24.02.2024 11:00;115,21
24.02.2024 11:00;24.02.2024 12:00;141,93
24.02.2024 12:00;24.02.2024 13:00;94,10
24.02.2024 13:00;24.02.2024 14:00;123,53
24.02.2024 14:00;24.02.2024 15:00;113,52
24.02.2024 15:00;24.02.2024 16:00;137,53
24.02.2024 16:00;24.02.2024 17:00;121,07
24.02.2024 17:00;24.02.2024 18:00;136,50
24.02.2024 18:00;24.02.2024 19:00;140,16
24.02.2024 19:00;24.02.2024 20:00;153,34
24.02.2024 20:00;24.02.2024 21:00;121,62
24.02.2024 21:00;24.02.2024 22:00;118,16
24.02.2024 22:00;24.02.2024 23:00;85,90
24.02.2024 23:00;25.02.2024 00:00;110,98
25.02.2024 00:00;25.02.2024 01:00;82,52
25.02.2024 01:00;25.02.2024 02:00;84,30
25.02.2024 02:00;25.02.2024 03:00;91,40
25.02.2024 03:00;25.02.2024 04:00;74,84
25.02.2024 04:00;25.02.2024 05:00;99,74
25.02.2024 05:00;25.02.2024 06:00;113,87
25.02.2024 06:00;25.02.2024 07:00;113,02
25.02.2024 07:00;25.02.2024 08:00;98,43
25.02.2024 08:00;25.02.2024 09:00;122,20
25.02.2024 09:00;25.02.2024 10:00;135,40
25.02.2024 10:00;25.02.2024 11:00;104,35
25.02.2024 11:00;25.02.2024 12:00;113,96
25.02.2024 12:00;25.02.2024 13:00;137,68
25.02.2024 13:00;25.02.2024 14:00;130,67
25.02.2024 14:00;25.02.2024 15:00;132,35
25.02.2024 15:00;25.02.2024 16:00;149,91
25.02.2024 16:00;25.02.2024 17:00;134,52
25.02.2024 17:00;25.02.2024 18:00;139,27
25.02.2024 18:00;25.02.2024 19:00;165,63
25.02.2024 19:00;25.02.2024 20:00;128,46
25.02.2024 20:00;25.02.2024 21:00;114,21
25.02.2024 21:00;25.02.2024 22:00;118,50
25.02.2024 22:00;25.02.2024 23:00;108,71
25.02.2024 23:00;26.02.2024 00:00;90,10
26.02.2024 00:00;26.02.2024 01:00;78,97
26.02.2024 01:00;26.02.2024 02:00;118,47
26.02.2024 02:00;26.02.2024 03:00;95,31
26.02.2024 03:00;26.02.2024 04:00;84,52
26.02.2024 04:00;26.02.2024 05:00;107,70
26.02.2024 05:00;26.02.2024 06:00;100,67
26.02.2024 06:00;26.02.2024 07:00;106,19
26.02.2024 07:00;26.02.2024 08:00;123,96
26.02.2024 08:00;26.02.2024 09:00;107,90
26.02.2024 09:00;26.02.2024 10:00;130,44
26.02.2024 10:00;26.02.2024 11:00;149,56
26.02.2024 11:00;26.02.2024 12:00;132,17
26.02.2024 12:00;26.02.2024 13:00;122,36
26.02.2024 13:00;26.02.2024 14:00;121,06
26.02.2024 14:00;26.02.2024 15:00;122,20
26.02.2024 15:00;26.02.2024 16:00;124,27
26.02.2024 16:00;26.02.2024 17:00;124,08
26.02.2024 17:00;26.02.2024 18:00;142,09
26.02.2024 18:00;26.02.2024 19:00;112,02
26.02.2024 19:00;26.02.2024 20:00;141,09
26.02.2024 20:00;26.02.2024 21:00;118,95
26.02.2024 21:00;26.02.2024 22:00;117,61
26.02.2024 22:00;26.02.2024 23:00;89,64
26.02.2024 23:00;27.02.2024 00:00;112,08
27.02.2024 00:00;27.02.2024 01:00;106,02
27.02.2024 01:00;27.02.2024 02:00;101,98
27.02.2024 02:00;27.02.2024 03:00;72,92
27.02.2024 03:00;27.02.2024 04:00;102,97
27.02.2024 04:00;27.02.2024 05:00;101,28
27.02.2024 05:00;27.02.2024 06:00;82,43
27.02.2024 06:00;27.02.2024 07:00;108,64
27.02.2024 07:00;27.02.2024 08:00;121,30
27.02.2024 08:00;27.02.2024 09:00;129,79
27.02.2024 09:00;27.02.2024 10:00;128,05
27.02.2024 10:00;27.02.2024 11:00;129,82
27.02.2024 11:00;27.02.2024 12:00;143,97
27.02.2024 12:00;27.02.2024 13:00;141,30
27.02.2024 13:00;27.02.2024 14:00;92,45
27.02.2024 14:00;27.02.2024 15:00;123,03
27.02.2024 15:00;27.02.2024 16:00;125,05
27.02.2024 16:00;27.02.2024 17:00;107,30
27.02.2024 17:00;27.02.2024 18:00;131,93
27.02.2024 18:00;27.02.2024 19:00;147,52
27.02.2024 19:00;27.02.2024 20:00;117,42
27.02.2024 20:00;27.02.2024 21:00;127,25
27.02.2024 21:00;27.02.2024 22:00;101,81
27.02.2024 22:00;27.02.2024 23:00;94,81
27.02.2024 23:00;28.02.2024 00:00;113,58
28.02.2024 00:00;28.02.2024 01:00;84,27
28.02.2024 01:00;28.02.2024 02:00;95,71
28.02.2024 02:00;28.02.2024 03:00;68,35
28.02.2024 03:00;28.02.2024 04:00;115,08
28.02.2024 04:00;28.02.2024 05:00;103,36
28.02.2024 05:00;28.02.2024 06:00;99,21
28.02.2024 06:00;28.02.2024 07:00;115,55
28.02.2024 07:00;28.02.2024 08:00;99,71
28.02.2024 08:00;28.02.2024 09:00;137,01
28.02.2024 09:00;28.02.2024 10:00;121,74
28.02.2024 10:00;28.02.2024 11:00;123,58
28.02.2024 11:00;28.02.2024 12:00;120,09
28.02.2024 12:00;28.02.2024 13:00;119,33
28.02.2024 13:00;28.02.2024 14:00;134,90
28.02.2024 14:00;28.02.2024 15:00;129,61
28.02.2024 15:00;28.02.2024 16:00;134,55
28.02.2024 16:00;28.02.2024 17:00;127,93
28.02.2024 17:00;28.02.2024 18:00;136,67
28.02.2024 18:00;28.02.2024 19:00;127,21
28.02.2024 19:00;28.02.2024 20:00;156,92
28.02.2024 20:00;28.02.2024 21:00;104,11
28.02.2024 21:00;28.02.2024 22:00;127,64
28.02.2024 22:00;28.02.2024 23:00;118,99
28.02.2024 23:00;29.02.2024 00:00;85,33
29.02.2024 00:00;29.02.2024 01:00;117,23
29.02.2024 01:00;29.02.2024 02:00;101,82
29.02.2024 02:00;29.02.2024 03:00;102,16
29.02.2024 03:00;29.02.2024 04:00;92,77
29.02.2024 04:00;29.02.2024 05:00;93,23
29.02.2024 05:00;29.02.2024 06:00;98,59
29.02.2024 06:00;29.02.2024 07:00;113,03
29.02.2024 07:00;29.02.2024 08:00;133,15
29.02.2024 08:00;29.02.2024 09:00;124,70
29.02.2024 09:00;29.02.2024 10:00;114,39
29.02.2024 10:00;29.02.2024 11:00;135,62
29.02.2024 11:00;29.02.2024 12:00;136,75
29.02.2024 12:00;29.02.2024 13:00;133,85
29.02.2024 13:00;29.02.2024 14:00;135,21
29.02.2024 14:00;29.02.2024 15:00;122,99
29.02.2024 15:00;29.02.2024 16:00;115,29
29.02.2024 16:00;29.02.2024 17:00;117,32
29.02.2024 17:00;29.02.2024 18:00;110,58
29.02.2024 18:00;29.02.2024 19:00;134,78
29.02.2024 19:00;29.02.2024 20:00;128,87
29.02.2024 20:00;29.02.2024 21:00;117,34
29.02.2024 21:00;29.02.2024 22:00;76,74
29.02.2024 22:00;29.02.2024 23:00;87,31
29.02.2024 23:00;01.03.2024 00:00;108,71
01.03.2024 00:00;01.03.2024 01:00;82,20
01.03.2024 01:00;01.03.2024 02:00;93,89
01.03.2024 02:00;01.03.2024 03:00;73,51
01.03.2024 03:00;01.03.2024 04:00;109,39
01.03.2024 04:00;01.03.2024 05:00;93,80
01.03.2024 05:00;01.03.2024 06:00;104,27
01.03.2024 06:00;01.03.2024 07:00;135,95
01.03.2024 07:00;01.03.2024 08:00;134,23
01.03.2024 08:00;01.03.2024 09:00;118,54
01.03.2024 09:00;01.03.2024 10:00;117,91
01.03.2024 10:00;01.03.2024 11:00;121,52
01.03.2024 11:00;01.03.2024 12:00;131,51
01.03.2024 12:00;01.03.2024 13:00;124,43
01.03.2024 13:00;01.03.2024 14:00;121,22
01.03.2024 14:00;01.03.2024 15:00;143,55
01.03.2024 15:00;01.03.2024 16:00;124,76
01.03.2024 16:00;01.03.2024 17:00;155,03
01.03.2024 17:00;01.03.2024 18:00;131,00
01.03.2024 18:00;01.03.2024 19:00;153,06
01.03.2024 19:00;01.03.2024 20:00;133,85
01.03.2024 20:00;01.03.2024 21:00;133,87
01.03.2024 21:00;01.03.2024 22:00;103,21
01.03.2024 22:00;01.03.2024 23:00;91,73
01.03.2024 23:00;02.03.2024 00:00;100,47
02.03.2024 00:00;02.03.2024 01:00;101,73
02.03.2024 01:00;02.03.2024 02:00;89,74
02.03.2024 02:00;02.03.2024 03:00;74,46
02.03.2024 03:00;02.03.2024 04:00;75,50
02.03.2024 04:00;02.03.2024 05:00;78,10
02.03.2024 05:00;02.03.2024 06:00;79,27
02.03.2024 06:00;02.03.2024 07:00;109,04
02.03.2024 07:00;02.03.2024 08:00;129,22
02.03.2024 08:00;02.03.2024 09:00;121,75
02.03.2024 09:00;02.03.2024 10:00;97,59
02.03.2024 10:00;02.03.2024 11:00;122,83
02.03.2024 11:00;02.03.2024 12:00;123,13
02.03.2024 12:00;02.03.2024 13:00;150,54
02.03.2024 13:00;02.03.2024 14:00;108,17
02.03.2024 14:00;02.03.2024 15:00;120,94
02.03.2024 15:00;02.03.2024 16:00;146,29
02.03.2024 16:00;02.03.2024 17:00;132,52
02.03.2024 17:00;02.03.2024 18:00;136,36
02.03.2024 18:00;02.03.2024 19:00;132,70
02.03.2024 19:00;02.03.2024 20:00;133,21
02.03.2024 20:00;02.03.2024 21:00;131,34
02.03.2024 21:00;02.03.2024 22:00;101,88
02.03.2024 22:00;02.03.2024 23:00;112,21
02.03.2024 23:00;03.03.2024 00:00;78,17
03.03.2024 00:00;03.03.2024 01:00;93,49
03.03.2024 01:00;03.03.2024 02:00;91,09
03.03.2024 02:00;03.03.2024 03:00;82,18
03.03.2024 03:00;03.03.2024 04:00;91,23
03.03.2024 04:00;03.03.2024 05:00;87,44
03.03.2024 05:00;03.03.2024 06:00;87,31
03.03.2024 06:00;03.03.2024 07:00;103,17
03.03.2024 07:00;03.03.2024 08:00;102,16
03.03.2024 08:00;03.03.2024 09:00;125,47
03.03.2024 09:00;03.03.2024 10:00;110,60
03.03.2024 10:00;03.03.2024 11:00;133,35
03.03.2024 11:00;03.03.2024 12:00;110,59
03.03.2024 12:00;03.03.2024 13:00;118,27
03.03.2024 13:00;03.03.2024 14:00;117,84
03.03.2024 14:00;03.03.2024 15:00;141,22
03.03.2024 15:00;03.03.2024 16:00;129,47
03.03.2024 16:00;03.03.2024 17:00;124,27
03.03.2024 17:00;03.03.2024 18:00;135,27
03.03.2024 18:00;03.03.2024 19:00;105,73
03.03.2024 19:00;03.03.2024 20:00;128,42
03.03.2024 20:00;03.03.2024 21:00;145,67
03.03.2024 21:00;03.03.2024 22:00;112,87
03.03.2024 22:00;03.03.2024 23:00;102,17
03.03.2024 23:00;04.03.2024 00:00;100,91
04.03.2024 00:00;04.03.2024 01:00;99,98
04.03.2024 01:00;04.03.2024 02:00;64,65
04.03.2024 02:00;04.03.2024 03:00;69,07
04.03.2024 03:00;04.03.2024 04:00;93,71
04.03.2024 04:00;04.03.2024 05:00;86,01
04.03.2024 05:00;04.03.2024 06:00;115,60
04.03.2024 06:00;04.03.2024 07:00;103,31
04.03.2024 07:00;04.03.2024 08:00;91,87
04.03.2024 08:00;04.03.2024 09:00;106,06
04.03.2024 09:00;04.03.2024 10:00;91,09
04.03.2024 10:00;04.03.2024 11:00;121,67
04.03.2024 11:00;04.03.2024 12:00;122,19
04.03.2024 12:00;04.03.2024 13:00;119,66
04.03.2024 13:00;04.03.2024 14:00;137,97
04.03.2024 14:00;04.03.2024 15:00;139,38
04.03.2024 15:00;04.03.2024 16:00;123,15
04.03.2024 16:00;04.03.2024 17:00;100,88
04.03.2024 17:00;04.03.2024 18:00;136,37
04.03.2024 18:00;04.03.2024 19:00;137,36
04.03.2024 19:00;04.03.2024 20:00;132,33
04.03.2024 20:00;04.03.2024 21:00;133,16
04.03.2024 21:00;04.03.2024 22:00;96,99
04.03.2024 22:00;04.03.2024 23:00;125,14
04.03.2024 23:00;05.03.2024 00:00;82,50
05.03.2024 00:00;05.03.2024 01:00;97,90
05.03.2024 01:00;05.03.2024 02:00;68,05
05.03.2024 02:00;05.03.2024 03:00;77,77
05.03.2024 03:00;05.03.2024 04:00;109,06
05.03.2024 04:00;05.03.2024 05:00;91,13
05.03.2024 05:00;05.03.2024 06:00;109,61
05.03.2024 06:00;05.03.2024 07:00;109,62
05.03.2024 07:00;05.03.2024 08:00;113,50
05.03.2024 08:00;05.03.2024 09:00;137,32
05.03.2024 09:00;05.03.2024 10:00;120,92
05.03.2024 10:00;05.03.2024 11:00;102,79
05.03.2024 11:00;05.03.2024 12:00;114,49
05.03.2024 12:00;05.03.2024 13:00;131,04
05.03.2024 13:00;05.03.2024 14:00;129,44
05.03.2024 14:00;05.03.2024 15:00;105,87
05.03.2024 15:00;05.03.2024 16:00;116,17
05.03.2024 16:00;05.03.2024 17:00;119,19
05.03.2024 17:00;05.03.2024 18:00;124,26
05.03.2024 18:00;05.03.2024 19:00;113,86
05.03.2024 19:00;05.03.2024 20:00;120,76
05.03.2024 20:00;05.03.2024 21:00;112,31
05.03.2024 21:00;05.03.2024 22:00;119,90
05.03.2024 22:00;05.03.2024 23:00;110,42
05.03.2024 23:00;06.03.2024 00:00;91,94
06.03.2024 00:00;06.03.2024 01:00;83,88
06.03.2024 01:00;06.03.2024 02:00;89,65
06.03.2024 02:00;06.03.2024 03:00;78,81
06.03.2024 03:00;06.03.2024 04:00;76,77
06.03.2024 04:00;06.03.2024 05:00;82,65
06.03.2024 05:00;06.03.2024 06:00;91,58
06.03.2024 06:00;06.03.2024 07:00;92,48
06.03.2024 07:00;06.03.2024 08:00;116,38
06.03.2024 08:00;06.03.2024 09:00;129,38
06.03.2024 09:00;06.03.2024 10:00;104,39
06.03.2024 10:00;06.03.2024 11:00;124,13
06.03.2024 11:00;06.03.2024 12:00;121,16
06.03.2024 12:00;06.03.2024 13:00;128,20
06.03.2024 13:00;06.03.2024 14:00;124,21
06.03.2024 14:00;06.03.2024 15:00;106,90
06.03.2024 15:00;06.03.2024 16:00;109,39
06.03.2024 16:00;06.03.2024 17:00;126,19
06.03.2024 17:00;06.03.2024 18:00;140,66
06.03.2024 18:00;06.03.2024 19:00;103,47
06.03.2024 19:00;06.03.2024 20:00;132,12
06.03.2024 20:00;06.03.2024 21:00;135,00
06.03.2024 21:00;06.03.2024 22:00;108,48
06.03.2024 22:00;06.03.2024 23:00;106,99
06.03.2024 23:00;07.03.2024 00:00;84,92
07.03.2024 00:00;07.03.2024 01:00;86,82
07.03.2024 01:00;07.03.2024 02:00;68,19
07.03.2024 02:00;07.03.2024 03:00;60,14
07.03.2024 03:00;07.03.2024 04:00;101,52
07.03.2024 04:00;07.03.2024 05:00;81,78
07.03.2024 05:00;07.03.2024 06:00;93,40
07.03.2024 06:00;07.03.2024 07:00;89,47
07.03.2024 07:00;07.03.2024 08:00;97,18
07.03.2024 08:00;07.03.2024 09:00;118,21
07.03.2024 09:00;07.03.2024 10:00;114,35
07.03.2024 10:00;07.03.2024 11:00;128,03
07.03.2024 11:00;07.03.2024 12:00;128,89
07.03.2024 12:00;07.03.2024 13:00;127,62
07.03.2024 13:00;07.03.2024 14:00;126,90
07.03.2024 14:00;07.03.2024 15:00;142,95
07.03.2024 15:00;07.03.2024 16:00;111,39
07.03.2024 16:00;07.03.2024 17:00;124,85
07.03.2024 17:00;07.03.2024 18:00;141,57
07.03.2024 18:00;07.03.2024 19:00;144,88
07.03.2024 19:00;07.03.2024 20:00;110,57
07.03.2024 20:00;07.03.2024 21:00;116,64
07.03.2024 21:00;07.03.2024 22:00;126,28
07.03.2024 22:00;07.03.2024 23:00;106,15
07.03.2024 23:00;08.03.2024 00:00;95,37
08.03.2024 00:00;08.03.2024 01:00;85,30
08.03.2024 01:00;08.03.2024 02:00;82,69
08.03.2024 02:00;08.03.2024 03:00;91,39
08.03.2024 03:00;08.03.2024 04:00;86,84
08.03.2024 04:00;08.03.2024 05:00;92,75
08.03.2024 05:00;08.03.2024 06:00;99,47
08.03.2024 06:00;08.03.2024 07:00;97,64
08.03.2024 07:00;08.03.2024 08:00;120,15
08.03.2024 08:00;08.03.2024 09:00;154,93
08.03.2024 09:00;08.03.2024 10:00;101,44
08.03.2024 10:00;08.03.2024 11:00;127,05
08.03.2024 11:00;08.03.2024 12:00;114,00
08.03.2024 12:00;08.03.2024 13:00;130,36
08.03.2024 13:00;08.03.2024 14:00;124,26
08.03.2024 14:00;08.03.2024 15:00;132,82
08.03.2024 15:00;08.03.2024 16:00;137,97
08.03.2024 16:00;08.03.2024 17:00;127,48
08.03.2024 17:00;08.03.2024 18:00;141,23
08.03.2024 18:00;08.03.2024 19:00;101,24
08.03.2024 19:00;08.03.2024 20:00;146,38
08.03.2024 20:00;08.03.2024 21:00;124,55
08.03.2024 21:00;08.03.2024 22:00;122,57
08.03.2024 22:00;08.03.2024 23:00;85,07
08.03.2024 23:00;09.03.2024 00:00;82,72
09.03.2024 00:00;09.03.2024 01:00;89,32
09.03.2024 01:00;09.03.2024 02:00;86,75
09.03.2024 02:00;09.03.2024 03:00;90,99
09.03.2024 03:00;09.03.2024 04:00;102,54
09.03.2024 04:00;09.03.2024 05:00;71,74
09.03.2024 05:00;09.03.2024 06:00;109,87
09.03.2024 06:00;09.03.2024 07:00;105,53
09.03.2024 07:00;09.03.2024 08:00;110,97
09.03.2024 08:00;09.03.2024 09:00;101,96
09.03.2024 09:00;09.03.2024 10:00;128,46
09.03.2024 10:00;09.03.2024 11:00;93,85
09.03.2024 11:00;09.03.2024 12:00;130,56
09.03.2024 12:00;09.03.2024 13:00;105,18
09.03.2024 13:00;09.03.2024 14:00;124,00
09.03.2024 14:00;09.03.2024 15:00;121,90
09.03.2024 15:00;09.03.2024 16:00;137,56
09.03.2024 16:00;09.03.2024 17:00;122,68
09.03.2024 17:00;09.03.2024 18:00;118,97
09.03.2024 18:00;09.03.2024 19:00;122,95
09.03.2024 19:00;09.03.2024 20:00;142,23
09.03.2024 20:00;09.03.2024 21:00;126,15
09.03.2024 21:00;09.03.2024 22:00;104,67
09.03.2024 22:00;09.03.2024 23:00;96,53
09.03.2024 23:00;10.03.2024 00:00;73,54
10.03.2024 00:00;10.03.2024 01:00;91,88
10.03.2024 01:00;10.03.2024 02:00;65,49
10.03.2024 02:00;10.03.2024 03:00;96,27
10.03.2024 03:00;10.03.2024 04:00;90,72
10.03.2024 04:00;10.03.2024 05:00;121,22
10.03.2024 05:00;10.03.2024 06:00;84,64
10.03.2024 06:00;10.03.2024 07:00;103,85
10.03.2024 07:00;10.03.2024 08:00;134,65
10.03.2024 08:00;10.03.2024 09:00;133,56
10.03.2024 09:00;10.03.2024 10:00;113,72
10.03.2024 10:00;10.03.2024 11:00;125,16
10.03.2024 11:00;10.03.2024 12:00;122,46
10.03.2024 12:00;10.03.2024 13:00;126,12
10.03.2024 13:00;10.03.2024 14:00;114,62
10.03.2024 14:00;10.03.2024 15:00;121,91
10.03.2024 15:00;10.03.2024 16:00;104,00
10.03.2024 16:00;10.03.2024 17:00;126,10
10.03.2024 17:00;10.03.2024 18:00;132,35
10.03.2024 18:00;10.03.2024 19:00;125,95
10.03.2024 19:00;10.03.2024 20:00;107,23
10.03.2024 20:00;10.03.2024 21:00;131,23
10.03.2024 21:00;10.03.2024 22:00;113,33
10.03.2024 22:00;10.03.2024 23:00;90,31
10.03.2024 23:00;11.03.2024 00:00;88,63
11.03.2024 00:00;11.03.2024 01:00;68,86
11.03.2024 01:00;11.03.2024 02:00;73,95
11.03.2024 02:00;11.03.2024 03:00;80,44
11.03.2024 03:00;11.03.2024 04:00;103,56
11.03.2024 04:00;11.03.2024 05:00;84,55
11.03.2024 05:00;11.03.2024 06:00;105,17
11.03.2024 06:00;11.03.2024 07:00;98,27
11.03.2024 07:00;11.03.2024 08:00;115,70
11.03.2024 08:00;11.03.2024 09:00;117,22
11.03.2024 09:00;11.03.2024 10:00;132,20
11.03.2024 10:00;11.03.2024 11:00;115,70
11.03.2024 11:00;11.03.2024 12:00;103,21
11.03.2024 12:00;11.03.2024 13:00;105,80
11.03.2024 13:00;11.03.2024 14:00;116,27
11.03.2024 14:00;11.03.2024 15:00;107,65
11.03.2024 15:00;11.03.2024 16:00;127,75
11.03.2024 16:00;11.03.2024 17:00;118,54
11.03.2024 17:00;11.03.2024 18:00;155,10
11.03.2024 18:00;11.03.2024 19:00;107,48
11.03.2024 19:00;11.03.2024 20:00;128,70
11.03.2024 20:00;11.03.2024 21:00;105,48
11.03.2024 21:00;11.03.2024 22:00;102,68
11.03.2024 22:00;11.03.2024 23:00;100,37
11.03.2024 23:00;12.03.2024 00:00;63,74
12.03.2024 00:00;12.03.2024 01:00;89,36
12.03.2024 01:00;12.03.2024 02:00;108,74
12.03.2024 02:00;12.03.2024 03:00;81,10
12.03.2024 03:00;12.03.2024 04:00;91,58
